"Mcode","McodeDescription","ParentMCode","DiseasePath","OmniDisease_ID","Active_Flag"
"MD-2134","Papillary 8260/0","MD-1062","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Benign Adenoma 8140|0 / Papillary 8260|0",,0
"MD-2135","Papillary adenocarcinoma 8260/3","MD-1070","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma / Papillary adenocarcinoma 8260|3",,0
"MD-2136","Papillomatosis (adenomatosis) 8264/0","MD-1062","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Benign Adenoma 8140|0 / Papillomatosis (adenomatosis) 8264|0",,0
"MD-2137","Signet-ring cell carcinoma 8490/3","MD-1070","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma / Signet-ring cell carcinoma 8490|3","OmniDx_0037",-1
"MD-2138","Small cell carcinoma 8041/3","MD-1070","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma / Small cell carcinoma 8041|3","OmniDx_0063",-1
"MD-2139","Squamous cell carcinoma 8070/3","MD-1070","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma / Squamous cell carcinoma 8070|3","OmniDx_0037",-1
"MD-2140","Tubular 8211/0","MD-1062","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Benign Adenoma 8140|0 / Tubular 8211|0",,0
"MD-2141","Tubulopapillary 8263/0","MD-1062","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Benign Adenoma 8140|0 / Tubulopapillary 8263|0",,0
"MD-2142","Undifferentiated carcinoma 8020/3","MD-1070","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma / Undifferentiated carcinoma 8020|3","OmniDx_0037",-1
"MD-2143","Anaplastic meningioma","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Anaplastic meningioma","OmniDx_0032",-1
"MD-2144","Angiomatous","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Angiomatous","OmniDx_0032",-1
"MD-2145","Atypical","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Atypical","OmniDx_0032",-1
"MD-2146","Cellular","MD-1116","Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Cellular",,0
"MD-2147","Chordoid","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Chordoid","OmniDx_0032",-1
"MD-2148","Clear cell","MD-1116","Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Clear cell",,0
"MD-2149","Clear cell","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Clear cell","OmniDx_0032",-1
"MD-2150","Desmoplastic medulloblastoma","MD-1136","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Medulloblastoma / Desmoplastic medulloblastoma",,0
"MD-2151","Fibrillary astrocytoma","MD-1111","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Fibrillary astrocytoma",,0
"MD-2152","Fibrous (fibroblastic)","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Fibrous (fibroblastic)","OmniDx_0032",-1
"MD-2153","Ganglioneuroblastoma","MD-1162","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Supratentorial primitive neuroectodermal tumour (PNET) / Ganglioneuroblastoma",,0
"MD-2154","Gemistocytic astrocytoma","MD-1111","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Gemistocytic astrocytoma",,0
"MD-2155","Giant cell glioblastoma","MD-1121","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma / Giant cell glioblastoma",,0
"MD-2156","Gliosarcoma","MD-1121","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma / Gliosarcoma","OmniDx_0032",-1
"MD-2157","Large cell medulloblastoma","MD-1136","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Medulloblastoma / Large cell medulloblastoma",,0
"MD-2158","Lymphoplasmacyte-rich","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Lymphoplasmacyte-rich","OmniDx_0032",-1
"MD-2159","Medullomyoblastoma","MD-1136","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Medulloblastoma / Medullomyoblastoma",,0
"MD-2160","Melanotic medulloblastoma","MD-1136","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Medulloblastoma / Melanotic medulloblastoma",,0
"MD-2161","Meningothelial","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Meningothelial","OmniDx_0032",-1
"MD-2162","Metaplastic","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Metaplastic","OmniDx_0032",-1
"MD-2163","Microcystic","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Microcystic","OmniDx_0032",-1
"MD-2164","Neuroblastoma","MD-1162","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Supratentorial primitive neuroectodermal tumour (PNET) / Neuroblastoma",,0
"MD-2165","Papillary","MD-1116","Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Papillary",,0
"MD-2166","Papillary","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Papillary","OmniDx_0032",-1
"MD-2167","Protoplasmic astrocytoma","MD-1111","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Protoplasmic astrocytoma",,0
"MD-2168","Psammomatous","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Psammomatous","OmniDx_0032",-1
"MD-2169","Rhabdoid","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Rhabdoid","OmniDx_0032",-1
"MD-2170","Secretory","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Secretory","OmniDx_0032",-1
"MD-2171","Tanycytic","MD-1116","Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours / Ependymoma / Tanycytic",,0
"MD-2172","Transitional (mixed)","MD-1140","Brain / Tumors of the Meninges / Tumours of meningothelial cells / Meningioma / Transitional (mixed)","OmniDx_0032",-1
"MD-2173","Adenocarcinoma with spindle cell metaplasia","MD-1190","Breast / Epithelial tumors / Metaplastic carcinomas / Pure epithelial metaplastic carcinomas / Adenocarcinoma with spindle cell metaplasia",,0
"MD-2174","Adenomyoepithelial adenosis","MD-1165","Breast / Epithelial tumors / Benign epithelial proliferations / Adenosis including variants / Adenomyoepithelial adenosis",,0
"MD-2175","Adenosquamous carcinoma","MD-1190","Breast / Epithelial tumors / Metaplastic carcinomas / Pure epithelial metaplastic carcinomas / Adenosquamous carcinoma",,0
"MD-2176","Apocrine adenoma","MD-1164","Breast / Epithelial tumors / Benign epithelial proliferations / Adenomas / Apocrine adenoma",,0
"MD-2177","Apocrine adenosis","MD-1165","Breast / Epithelial tumors / Benign epithelial proliferations / Adenosis including variants / Apocrine adenosis",,0
"MD-2178","Blunt duct adenosis","MD-1165","Breast / Epithelial tumors / Benign epithelial proliferations / Adenosis including variants / Blunt duct adenosis",,0
"MD-2179","Ductal adenoma","MD-1164","Breast / Epithelial tumors / Benign epithelial proliferations / Adenomas / Ductal adenoma",,0
"MD-2180","Lactating adenoma","MD-1164","Breast / Epithelial tumors / Benign epithelial proliferations / Adenomas / Lactating adenoma",,0
"MD-2181","Microglandular adenosis","MD-1165","Breast / Epithelial tumors / Benign epithelial proliferations / Adenosis including variants / Microglandular adenosis",,0
"MD-2182","Mucoepidermoid carcinoma","MD-1190","Breast / Epithelial tumors / Metaplastic carcinomas / Pure epithelial metaplastic carcinomas / Mucoepidermoid carcinoma",,0
"MD-2183","Pleomorphic adenoma","MD-1164","Breast / Epithelial tumors / Benign epithelial proliferations / Adenomas / Pleomorphic adenoma",,0
"MD-2184","Sclerosing adenosis","MD-1165","Breast / Epithelial tumors / Benign epithelial proliferations / Adenosis including variants / Sclerosing adenosis",,0
"MD-2185","Squamous cell carcinoma","MD-1190","Breast / Epithelial tumors / Metaplastic carcinomas / Pure epithelial metaplastic carcinomas / Squamous cell carcinoma",,0
"MD-2186","Tubular adenoma","MD-1164","Breast / Epithelial tumors / Benign epithelial proliferations / Adenomas / Tubular adenoma",,0
"MD-2187","Atypical carcinoid","MD-1208","Cervical / Epithelial tumors / Other epithelial tumors / Neuroendocrine tumors / Atypical carcinoid","OmniDx_0063",-1
"MD-2188","Basaloid","MD-1209","Cervical / Epithelial tumors / Squamous tumors and precursors / Squamous cell carcinoma, NOS / Basaloid",,0
"MD-2189","Carcinoid","MD-1208","Cervical / Epithelial tumors / Other epithelial tumors / Neuroendocrine tumors / Carcinoid","OmniDx_0063",-1
"MD-2190","Cervical intraepithelial neoplasia (CIN)","MD-1210","Cervical / Epithelial tumors / Squamous tumors and precursors / Squamous intraepithelial neoplasia / Cervical intraepithelial neoplasia (CIN)",,0
"MD-2191","Clear cell adenocarcinoma","MD-1196","Cervical / Epithelial tumors / Glandular tumors and precursors / Adenocarcinoma / Clear cell adenocarcinoma",,0
"MD-2192","Condyloma acuminatum","MD-1202","Cervical / Epithelial tumors / Squamous tumors and precursors / Benign squamous cell lesions / Condyloma acuminatum",,0
"MD-2193","Endocervical polyp","MD-1201","Cervical / Epithelial tumors / Glandular tumors and precursors / Benign glandular lesions / Endocervical polyp",,0
"MD-2194","Endometriod adenocarcinoma","MD-1196","Cervical / Epithelial tumors / Glandular tumors and precursors / Adenocarcinoma / Endometriod adenocarcinoma",,0
"MD-2195","Fibroepithelial polyp","MD-1202","Cervical / Epithelial tumors / Squamous tumors and precursors / Benign squamous cell lesions / Fibroepithelial polyp",,0
"MD-2196","Glassy cell carcinoma variant","MD-1200","Cervical / Epithelial tumors / Other epithelial tumors / Adenosquamous carcinoma / Glassy cell carcinoma variant",,0
"MD-2197","Keratinizing","MD-1209","Cervical / Epithelial tumors / Squamous tumors and precursors / Squamous cell carcinoma, NOS / Keratinizing",,0
"MD-2198","Large cell neuroendocrine carcinoma","MD-1208","Cervical / Epithelial tumors / Other epithelial tumors / Neuroendocrine tumors / Large cell neuroendocrine carcinoma","OmniDx_0063",-1
"MD-2199","Lymphoepithelioma-like","MD-1209","Cervical / Epithelial tumors / Squamous tumors and precursors / Squamous cell carcinoma, NOS / Lymphoepithelioma-like",,0
"MD-2200","Mesonephric adenocarcinoma","MD-1196","Cervical / Epithelial tumors / Glandular tumors and precursors / Adenocarcinoma / Mesonephric adenocarcinoma",,0
"MD-2201","Mucinous adenocarcinoma","MD-1196","Cervical / Epithelial tumors / Glandular tumors and precursors / Adenocarcinoma / Mucinous adenocarcinoma",,0
"MD-2202","Mullerian papilloma","MD-1201","Cervical / Epithelial tumors / Glandular tumors and precursors / Benign glandular lesions / Mullerian papilloma",,0
"MD-2203","Non-keratinizing","MD-1209","Cervical / Epithelial tumors / Squamous tumors and precursors / Squamous cell carcinoma, NOS / Non-keratinizing",,0
"MD-2204","Papillary","MD-1209","Cervical / Epithelial tumors / Squamous tumors and precursors / Squamous cell carcinoma, NOS / Papillary",,0
"MD-2205","Serous adenocarcinoma","MD-1196","Cervical / Epithelial tumors / Glandular tumors and precursors / Adenocarcinoma / Serous adenocarcinoma",,0
"MD-2206","Small cell carcinoma","MD-1208","Cervical / Epithelial tumors / Other epithelial tumors / Neuroendocrine tumors / Small cell carcinoma","OmniDx_0063",-1
"MD-2207","Squamotransitional","MD-1209","Cervical / Epithelial tumors / Squamous tumors and precursors / Squamous cell carcinoma, NOS / Squamotransitional",,0
"MD-2208","Squamous cell carcinoma in situ","MD-1210","Cervical / Epithelial tumors / Squamous tumors and precursors / Squamous intraepithelial neoplasia / Squamous cell carcinoma in situ",,0
"MD-2209","Squamous papilloma","MD-1202","Cervical / Epithelial tumors / Squamous tumors and precursors / Benign squamous cell lesions / Squamous papilloma",,0
"MD-2210","Verrucous","MD-1209","Cervical / Epithelial tumors / Squamous tumors and precursors / Squamous cell carcinoma, NOS / Verrucous",,0
"MD-2211","Warty","MD-1209","Cervical / Epithelial tumors / Squamous tumors and precursors / Squamous cell carcinoma, NOS / Warty",,0
"MD-2212","with medullary features","MD-1213","Colorectal / Epithelial tumors / Carcinoma / Adenocarcinoma / with medullary features",,0
"MD-2213","with mucinus features","MD-1213","Colorectal / Epithelial tumors / Carcinoma / Adenocarcinoma / with mucinus features",,0
"MD-2214","with Signet Ring cell features","MD-1213","Colorectal / Epithelial tumors / Carcinoma / Adenocarcinoma / with Signet Ring cell features",,0
"MD-2216","Complete","MD-1245","Endometrial / Gestational trophoblastic disease / Molar pregnancies / Hydatidiform mole / Complete",,0
"MD-2219","Epitheliod variant","MD-1247","Endometrial / Mesenchymal tumors / Smooth muscle tumors / Leiomyosarcoma / Epitheliod variant",,0
"MD-2220","Growth pattern variants","MD-1246","Endometrial / Mesenchymal tumors / Smooth muscle tumors / Leiomyoma, NOS / Growth pattern variants",,0
"MD-2221","Histological variants","MD-1246","Endometrial / Mesenchymal tumors / Smooth muscle tumors / Leiomyoma, NOS / Histological variants",,0
"MD-2222","Invasive","MD-1245","Endometrial / Gestational trophoblastic disease / Molar pregnancies / Hydatidiform mole / Invasive",,0
"MD-2223","Metastatic","MD-1245","Endometrial / Gestational trophoblastic disease / Molar pregnancies / Hydatidiform mole / Metastatic",,0
"MD-2224","Myxoid variant","MD-1247","Endometrial / Mesenchymal tumors / Smooth muscle tumors / Leiomyosarcoma / Myxoid variant",,0
"MD-2225","Partial","MD-1245","Endometrial / Gestational trophoblastic disease / Molar pregnancies / Hydatidiform mole / Partial",,0
"MD-2231","Acantholytic squamous cell carcinoma","MD-1409","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Acantholytic squamous cell carcinoma","OmniDx_0039",-1
"MD-2233","Acantholytic squamous cell carcinoma","MD-1411","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Acantholytic squamous cell carcinoma","OmniDx_0039",0
"MD-2235","Acinic cell carcinoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Acinic cell carcinoma","OmniDx_0039",-1
"MD-2236","AdeNcarcinoma","MD-1344","Head & Neck / Ear / Tumors of the external ear / Malignant tumor of cerumiNus glands / AdeNcarcinoma","OmniDx_0039",-1
"MD-2237","AdeNid carcinoma","MD-1343","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Malignant salivary gland-type tumor / AdeNid carcinoma","OmniDx_0039",-1
"MD-2238","AdeNid cystic carcinoma","MD-1344","Head & Neck / Ear / Tumors of the external ear / Malignant tumor of cerumiNus glands / AdeNid cystic carcinoma","OmniDx_0039",-1
"MD-2239","Adenoid cystic carcinoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Adenoid cystic carcinoma","OmniDx_0039",-1
"MD-2242","Adenomtaoid odontogenic tumor","MD-1371","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with mature, fibrous stroma without odontogenic ectomesen / Adenomtaoid odontogenic tumor","OmniDx_0039",-1
"MD-2243","AdeNsquamous carcinoma","MD-1409","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / AdeNsquamous carcinoma","OmniDx_0039",-1
"MD-2245","Adenosquamous carcinoma","MD-1411","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Adenosquamous carcinoma",,0
"MD-2247","Ameloblastic carcinoma - primary type","MD-1370","Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Ameloblastic carcinoma - primary type","OmniDx_0039",-1
"MD-2248","Ameloblastic carcinoma - secondary type (dedifferentiated), intraosseous","MD-1370","Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Ameloblastic carcinoma - secondary type (dedifferentiated), intraosseous","OmniDx_0039",-1
"MD-2249","Ameloblastic carcinoma - secondary type (dedifferentiated), peripheral","MD-1370","Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Ameloblastic carcinoma - secondary type (dedifferentiated), peripheral","OmniDx_0039",-1
"MD-2250","Ameloblastic fibrodentino-and fibro-odontosarcoma","MD-1373","Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic sarcomas / Ameloblastic fibrodentino-and fibro-odontosarcoma","OmniDx_0068",-1
"MD-2251","Ameloblastic fibrodentinoma","MD-1372","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with odontogenic ectomesenchyme with or without hard tiss / Ameloblastic fibrodentinoma","OmniDx_0039",-1
"MD-2252","Ameloblastic fibroma","MD-1372","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with odontogenic ectomesenchyme with or without hard tiss / Ameloblastic fibroma","OmniDx_0039",-1
"MD-2253","Ameloblastic fibro-odontoma","MD-1372","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with odontogenic ectomesenchyme with or without hard tiss / Ameloblastic fibro-odontoma","OmniDx_0039",-1
"MD-2254","Ameloblastic fibrosarcoma","MD-1373","Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic sarcomas / Ameloblastic fibrosarcoma","OmniDx_0068",-1
"MD-2256","Ameloblastoma, desmoplastic type","MD-1371","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with mature, fibrous stroma without odontogenic ectomesen / Ameloblastoma, desmoplastic type","OmniDx_0039",-1
"MD-2257","Ameloblastoma, extraosseous/peripheral type","MD-1371","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with mature, fibrous stroma without odontogenic ectomesen / Ameloblastoma, extraosseous|peripheral type","OmniDx_0039",-1
"MD-2258","Ameloblastoma, solid/multicystic type","MD-1371","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with mature, fibrous stroma without odontogenic ectomesen / Ameloblastoma, solid|multicystic type","OmniDx_0039",-1
"MD-2259","Ameloblastoma, unicystic type","MD-1371","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with mature, fibrous stroma without odontogenic ectomesen / Ameloblastoma, unicystic type","OmniDx_0039",-1
"MD-2260","Aneurysmal bone cyst","MD-1289","Head & Neck / Odontogenic Tumors / Benign Tumor / Bone related lesions / Aneurysmal bone cyst",,-1
"MD-2261","Malignant tumors / Angiosarcoma","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Angiosarcoma","OmniDx_0068",-1
"MD-2263","Atypical carciNid","MD-1369","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors / Neuroendocrine tumors / Atypical carcinoid","OmniDx_0063",-1
"MD-2264","Basal cell adenocarcinoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Basal cell adenocarcinoma","OmniDx_0039",-1
"MD-2265","Basal cell adenoma","MD-1388","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland adenomas / Basal cell adenoma",,0
"MD-2266","Basal squamous cell carcinoma","MD-1409","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Basal squamous cell carcinoma","OmniDx_0039",-1
"MD-2268","Basaloid squamous cell carcinoma","MD-1367","Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal carcinoma / Basaloid squamous cell carcinoma","OmniDx_0039",-1
"MD-2269","Basaloid squamous cell carcinoma","MD-1411","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Basaloid squamous cell carcinoma",,0
"MD-2270","Calcifying cystic odontogenic tumor","MD-1372","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with odontogenic ectomesenchyme with or without hard tiss / Calcifying cystic odontogenic tumor","OmniDx_0039",-1
"MD-2271","Calcifying epithelial odontogenic tumor","MD-1371","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with mature, fibrous stroma without odontogenic ectomesen / Calcifying epithelial odontogenic tumor","OmniDx_0039",-1
"MD-2272","Canalicular adenoma","MD-1388","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland adenomas / Canalicular adenoma",,0
"MD-2273","Carcinoma","MD-1411","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors / Squamous cell carcinoma / Carcinoma",,0
"MD-2275","Carcinoma ex pleomorphic adenoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Carcinoma ex pleomorphic adenoma","OmniDx_0039",-1
"MD-2276","Cementoblastoma","MD-1352","Head & Neck / Odontogenic Tumors / Benign Tumor / Mesenchyme and|or odontogenic ectomesenchyme with or without odontogenic epithel / Cementoblastoma","OmniDx_0039",-1
"MD-2277","Central giant cell lesion (granuloma)","MD-1289","Head & Neck / Odontogenic Tumors / Benign Tumor / Bone related lesions / Central giant cell lesion (granuloma)","OmniDx_0068",-1
"MD-2278","Cherubism","MD-1289","Head & Neck / Odontogenic Tumors / Benign Tumor / Bone related lesions / Cherubism","OmniDx_0068",-1
"MD-2286","Clear cell carcinoma, not otherwise specified","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Clear cell carcinoma, not otherwise specified","OmniDx_0039",-1
"MD-2287","Clear cell odontogenic carcinoma","MD-1370","Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Clear cell odontogenic carcinoma","OmniDx_0039",-1
"MD-2288","Condyloma acuminatum","MD-1379","Head & Neck / Oral Cavity and Oropharynx / Benign epithelial tumors / Papillomas / Condyloma acuminatum",,0
"MD-2289","Cystadenocarcinoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Cystadenocarcinoma","OmniDx_0039",-1
"MD-2290","Cystadenoma","MD-1388","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland adenomas / Cystadenoma",,0
"MD-2291","Dentinogenic ghost cell tumor","MD-1372","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with odontogenic ectomesenchyme with or without hard tiss / Dentinogenic ghost cell tumor","OmniDx_0039",-1
"MD-2293","Duct papillomas","MD-1388","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland adenomas / Duct papillomas",,0
"MD-2295","Epithelial-myoepithelial carcinoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Epithelial-myoepithelial carcinoma","OmniDx_0039",-1
"MD-2298","Fibrosarcoma","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Fibrosarcoma","OmniDx_0068",-1
"MD-2300","Fibrous dysplasia","MD-1289","Head & Neck / Odontogenic Tumors / Benign Tumor / Bone related lesions / Fibrous dysplasia","OmniDx_0068",-1
"MD-2301","Focal epithelial hyperplasia","MD-1379","Head & Neck / Oral Cavity and Oropharynx / Benign epithelial tumors / Papillomas / Focal epithelial hyperplasia",,0
"MD-2302","Ghost cell odontogenic carcinoma","MD-1370","Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Ghost cell odontogenic carcinoma","OmniDx_0039",-1
"MD-2314","Kaposi sarcoma","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Kaposi sarcoma","OmniDx_0042",-1
"MD-2315","Keratinizing squamous cell carcinoma","MD-1367","Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal carcinoma / Keratinizing squamous cell carcinoma","OmniDx_0039",-1
"MD-2316","Keratocystic odontogenic tumor","MD-1371","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with mature, fibrous stroma without odontogenic ectomesen / Keratocystic odontogenic tumor","OmniDx_0039",-1
"MD-2319","Leiomyosarcoma","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Leiomyosarcoma","OmniDx_0068",-1
"MD-2322","Liposarcoma","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Liposarcoma","OmniDx_0046",-1
"MD-2324","Malignant fibrous histiocytoma","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Malignant fibrous histiocytoma","OmniDx_0068",-1
"MD-2326","Malignant peripheral nerve sheath tumor","MD-1345","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Malignant peripheral nerve sheath tumor","OmniDx_0068",-1
"MD-2330","Metastasizing ameloblastoma","MD-1370","Head & Neck / Odontogenic Tumors / Malignant Tumor / Odontogenic carcinomas / Metastasizing ameloblastoma","OmniDx_0039",-1
"MD-2331","Mucinous adenocarcinoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Mucinous adenocarcinoma","OmniDx_0039",-1
"MD-2332","Mucoepidermoid","MD-1343","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Malignant salivary gland-type tumor / Mucoepidermoid","OmniDx_0039",-1
"MD-2333","Mucoepidermoid carcinoma","MD-1344","Head & Neck / Ear / Tumors of the external ear / Malignant tumor of cerumiNus glands / Mucoepidermoid carcinoma","OmniDx_0039",-1
"MD-2335","Mucoepidermoid carcinoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Mucoepidermoid carcinoma","OmniDx_0039",-1
"MD-2337","Myoepithelial carcinoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Myoepithelial carcinoma","OmniDx_0039",-1
"MD-2339","Myoepithelioma","MD-1388","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland adenomas / Myoepithelioma",,0
"MD-2345","Nonkeratinizing carcinoma","MD-1367","Head & Neck / Nasopharynx / Malignant epithelial tumors / Nasopharyngeal carcinoma / Nonkeratinizing carcinoma","OmniDx_0039",-1
"MD-2346","Odontoameloblastoma","MD-1372","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with odontogenic ectomesenchyme with or without hard tiss / Odontoameloblastoma","OmniDx_0039",-1
"MD-2347","Odontogenic fibroma","MD-1352","Head & Neck / Odontogenic Tumors / Benign Tumor / Mesenchyme and|or odontogenic ectomesenchyme with or without odontogenic epithel / Odontogenic fibroma","OmniDx_0039",-1
"MD-2348","Odontogenic myxoma/myxofibroma","MD-1352","Head & Neck / Odontogenic Tumors / Benign Tumor / Mesenchyme and|or odontogenic ectomesenchyme with or without odontogenic epithel / Odontogenic myxoma|myxofibroma","OmniDx_0039",-1
"MD-2349","Odontoma","MD-1372","Head & Neck / Odontogenic Tumors / Benign Tumor / Odontogenic epithelium with odontogenic ectomesenchyme with or without hard tiss / Odontoma","OmniDx_0039",-1
"MD-2350","Oncocytic carcinoma","MD-1390","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Oncocytic carcinoma","OmniDx_0039",-1
"MD-2354","Osseous dysplasias","MD-1289","Head & Neck / Odontogenic Tumors / Benign Tumor / Bone related lesions / Osseous dysplasias","OmniDx_0068",-1
