"OmniMap_IDX","Resource","ResourceDiseaseID","ResourceDiseaseName","Skip_Flag","Bypass_Flag","OmniDisease_ID","OmniDisease","OmniDiseaseType","MCode","DiseasePath","Receptors","ReceptorsStatus"
2749,"JAX",80521,"lung non-squamous non-small cell carcinoma",-1,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1496","Lung / Malignant Epithelial / Sarcomatoid carcinoma / Spindle cell carcinoma",,
2750,"JAX",162,"cancer",0,0,,"Solid Tumor","Solid Tumor",,,,
2751,"JAX",305,"carcinoma",0,0,,"Solid Tumor","Solid Tumor",,,,
2752,"JAX",4236,"carcinosarcoma",-1,0,"OmniDx_0010","Ovarian Cancer","Solid Tumor","MD-2471","Ovary / Surface epithelial-stromal tumors / Endometrioid tumors including variants with squamous differentiation / Malignant / Malignant Mullerian mixed tumor (carcinosarcoma)",,
2753,"JAX",4236,"carcinosarcoma",0,0,"OmniDx_0023","Cervical Cancer","Solid Tumor","MD-1935","Other Gynecological / Vagina / Mixed epithelial and mesenchymal tumors / Carcinosarcoma (malignant Mullerian mixed tumor: metaplastic carcinoma",,
2754,"JAX",4236,"carcinosarcoma",0,0,"OmniDx_0024","Uterine Cancer","Solid Tumor","MD-0424","Endometrial / Mixed epithelial and mesenchymal tumors / Carcinosarcoma (malignant Mullerian mixed tumor: metaplastic carcinoma)",,
2755,"JAX",4236,"carcinosarcoma",0,0,"OmniDx_0024","Uterine Cancer","Solid Tumor","MD-1935","Other Gynecological / Vagina / Mixed epithelial and mesenchymal tumors / Carcinosarcoma (malignant Mullerian mixed tumor: metaplastic carcinoma",,
2756,"JAX",4236,"carcinosarcoma",0,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0785","Salivary Glands / Malignant Epithelial Tumor / Carcinosarcoma",,
2757,"JAX",4236,"carcinosarcoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1466","Lung / Malignant Epithelial / Sarcomatoid carcinoma / Carcinosarcoma",,
2758,"JAX",4944,"gastroesophageal junction adenocarcinoma",0,0,"OmniDx_0034","Esophageal","Solid Tumor","MD-2753","Gastroesophageal junction",,
2759,"JAX",4944,"gastroesophageal junction adenocarcinoma",0,0,"OmniDx_0034","Esophageal","Solid Tumor","MD-2754","Gastroesophageal junction / Epithelial tumors",,
2760,"JAX",4944,"gastroesophageal junction adenocarcinoma",-1,0,"OmniDx_0034","Esophageal","Solid Tumor","MD-1265","Esophageal / Epithelial Tumors / Carcinoma / Adenocarcinoma",,
2761,"JAX",4944,"gastroesophageal junction adenocarcinoma",-1,0,"OmniDx_0034","Esophageal","Solid Tumor","MD-0080","Esophageal / Epithelial Tumors",,
2762,"JAX",4944,"gastroesophageal junction adenocarcinoma",0,0,"OmniDx_0034","Esophageal Cancer","Solid Tumor","MD-0441","Esophageal / Epithelial Tumors / Carcinoma",,
2763,"JAX",4944,"gastroesophageal junction adenocarcinoma",-1,0,"OmniDx_0034","Esophageal","Solid Tumor","MD-1267","Esophageal / Epithelial Tumors / Carcinoma / Adenosquamous carcinoma",,
2764,"JAX",5166,"endometrial stromal tumor",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0428","Endometrial / Mesenchymal tumors / Endometrial stromal and related tumors",,
2765,"JAX",5166,"endometrial stromal tumor",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1241","Endometrial / Mesenchymal tumors / Endometrial stromal and related tumors / Endometrial stromal sarcoma, low grade",,
2766,"JAX",5166,"endometrial stromal tumor",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1249","Endometrial / Mesenchymal tumors / Miscellanous mesenchymal tumors / Mixed endometrial stromal and smooth muscle tumor",,
2767,"JAX",5166,"endometrial stromal tumor",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1264","Endometrial / Mesenchymal tumors / Endometrial stromal and related tumors / Undifferentiated endometrial sarcoma",,
2768,"JAX",4829,"adenosquamous lung carcinoma",0,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0573","Lung / Malignant Epithelial / Adenosquamous carcinoma",,
2769,"JAX",713,"HCL-V",0,-1,,,,,,,
2770,"JAX",169,"neuroendocrine tumor",0,-1,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0601","Lung / Malignant Epithelial / Small cell carcinoma",,
2771,"JAX",169,"neuroendocrine tumor",0,-1,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1469","Lung / Malignant Epithelial / Small cell carcinoma / Combined small cell carcinoma",,
2772,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0742","Prostate / Mesenchymal tumors / Chondrosarcoma",,
2773,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0841","Soft Tissue / Chondro-Osseous Tumours / Mesenchymal chondrosarcoma",,
2774,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1106","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Chondrosarcoma",,
2775,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1293","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Chondrosarcoma",,
2776,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1763","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Extraskeletal myxoid chondrosarcoma",,
2777,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2016","Bone / Cartilage-forming tumors / Malignant / Chondrosarcoma",,
2778,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2017","Bone / Cartilage-forming tumors / Malignant / Clear cell chondrosarcoma",,
2779,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2019","Bone / Cartilage-forming tumors / Malignant / Dedifferentiated chondrosarcoma",,
2780,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2029","Bone / Cartilage-forming tumors / Malignant / Juxtacortical (periosteal) chondrosarcoma",,
2781,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2038","Bone / Cartilage-forming tumors / Malignant / Mesenchymal chondrosarcoma",,
2782,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2516","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Extraskeletal myxoid chondrosarcoma / (chordoid type)",,
2783,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0851","Skin / Neural Tumors / Ewing sarcoma",,
2784,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0988","Bone / Marrow tumors (round cell tumors) / Ewing sarcoma",,
2785,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1820","Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / PNET | Extraskeletal Ewing tumour",,
2786,"JAX",184,"bone cancer",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1944","Other Gynecological / Vulva / Miscellaneous tumors / Ewing tumor",,
2787,"JAX",184,"bone cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2606","Other Gynecological / Vagina / Miscellaneous tumors / Others / Ewing tumor",,
2788,"JAX",184,"bone cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0992","Bone / Bone-forming tumors / Malignant",,
2789,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2018","Bone / Bone-forming tumors / Malignant / Conventional central osteosarcoma",,
2790,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2027","Bone / Bone-forming tumors / Malignant / High grade surface osteosarcoma",,
2791,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2028","Bone / Bone-forming tumors / Malignant / Intraosseous well differentiated (low grade) osteosarcoma",,
2792,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2042","Bone / Bone-forming tumors / Malignant / Parosteal (juxtacortical) osteosarcoma",,
2793,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2044","Bone / Bone-forming tumors / Malignant / Periosteal osteosarcoma",,
2794,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2045","Bone / Bone-forming tumors / Malignant / Round-cell osteosarcoma",,
2795,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2047","Bone / Bone-forming tumors / Malignant / Telangiectatic osteosarcoma",,
2796,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0289","Bladder / Mesenchymal tumors / Osteosarcoma",,
2797,"JAX",184,"osteosarcoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1149","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Osteosarcoma",,
2798,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0370","Breast / Mesenchymal tumors / Osteosarcoma",,
2799,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1376","Head & Neck / Hypopharynx, Larynx, and Trachea / Tumors of bone and cartilage / Osteosarcoma",,
2800,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0536","Kidney / Mesenchymal Tumor / Osteosarcoma",,
2801,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0823","Soft Tissue / Chondro-Osseous Tumours / Extraskeletal osteosarcoma",,
2802,"JAX",184,"osteosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1035","Ureter / Mesenchymal tumors / Osteosarcoma 9180|3",,
2803,"JAX",255,"hemangioma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0342","Breast / Mesenchymal tumors / Hemangiopericytoma",,
2804,"JAX",255,"hemangioma",0,0,"OmniDx_0043","Kidney and Renal Pelvis Cancer","Solid Tumor","MD-0513","Kidney / Mesenchymal Tumor / Hemangioma",,
2805,"JAX",255,"hemangioma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0581","Lung / Mesenchymal / Epithelioid hemangioendothelioma",,
2806,"JAX",255,"hemangioma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0669","Mesothelioma / Mesenchymal tumors / Epithelioid hemangioendothelioma",,
2807,"JAX",255,"hemangioma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0751","Prostate / Mesenchymal tumors / Hemangiopericytoma",,
2808,"JAX",255,"hemangioma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1601","Mesothelioma / Mesenchymal tumors / Epithelioid hemangioendothelioma / Angiosarcoma",,
2809,"JAX",255,"hemangioma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1704","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Hemangiopericytoma",,
2810,"JAX",255,"hemangioma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2024","Bone / Vascular tumors / Intermediate or Indeterminate / Hemangioendothelioma",,
2811,"JAX",255,"hemangioma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2026","Bone / Vascular tumors / Intermediate or Indeterminate / Hemangiopericytoma",,
2812,"JAX",255,"hemangioma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2036","Bone / Vascular tumors / Malignant / Malignant hemangiopericytoma",,
2813,"JAX",255,"hemangioma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1124","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Haemangioma",,
2814,"JAX",263,"kidney cancer",0,0,"OmniDx_0043","Kidney and Renal Pelvis Cancer","Solid Tumor",,,,
2815,"JAX",169,"neuroendocrine tumor",0,0,,,,"MD-0097","Kidney / Neuroendocrine Tumor",,
2816,"JAX",169,"neuroendocrine tumor",0,0,,,,"MD-0366","Breast / Epithelial tumors / Neuroendocrine tumors",,
2817,"JAX",169,"neuroendocrine tumor",0,0,,,,"MD-0503","Kidney / Neuroendocrine Tumor / Carcinoid",,
2818,"JAX",169,"neuroendocrine tumor",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0532","Kidney / Neuroendocrine Tumor / Neuroendocrine carcinoma",,
2819,"JAX",169,"neuroendocrine tumor",0,0,"OmniDx_0033","Adrenal Gland Cancer","Solid Tumor","MD-0540","Kidney / Neuroendocrine Tumor / Primitive neuroectodermal tumor",,
2820,"JAX",169,"neuroendocrine tumor",-1,0,"OmniDx_0074","Thymic Cancer","Solid Tumor","MD-2108","Mediastinum & Thymus / Epithelial tumors / Thymoma 8580|1 / Type C Thymic carcinoma  (including neuroendocrine epithelial tumors of the thym",,
2821,"JAX",169,"neuroendocrine tumor",0,0,"OmniDx_0037","Gallbladder Cancer","Solid Tumor","MD-2132","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma / Large cell neuroendocrine carcinoma 8013|3",,
2822,"JAX",169,"neuroendocrine tumor",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-1229","Colorectal / Epithelial tumors / Carcinoma / Small cell carcinoma",,
2824,"JAX",169,"neuroendocrine tumor",0,0,"OmniDx_0024","Uterine Cancer","Solid Tumor","MD-2706","Other Gynecological / Vulva / Epithelial tumors / Glandular tumors / Bartholin gland tumors / Small cell carcinoma",,
2825,"JAX",1800,"neuroendocrine carcinoma",0,-1,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0601","Lung / Malignant Epithelial / Small cell carcinoma",,
2826,"JAX",1800,"neuroendocrine carcinoma",0,-1,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1469","Lung / Malignant Epithelial / Small cell carcinoma / Combined small cell carcinoma",,
2827,"JAX",1800,"neuroendocrine carcinoma",0,0,,,,"MD-0097","Kidney / Neuroendocrine Tumor",,
2828,"JAX",1800,"neuroendocrine carcinoma",0,0,,,,"MD-0366","Breast / Epithelial tumors / Neuroendocrine tumors",,
2829,"JAX",1800,"neuroendocrine carcinoma",0,0,,,,"MD-0503","Kidney / Neuroendocrine Tumor / Carcinoid",,
2830,"JAX",1800,"neuroendocrine carcinoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0532","Kidney / Neuroendocrine Tumor / Neuroendocrine carcinoma",,
2831,"JAX",1800,"neuroendocrine carcinoma",0,0,"OmniDx_0033","Adrenal Gland Cancer","Solid Tumor","MD-0540","Kidney / Neuroendocrine Tumor / Primitive neuroectodermal tumor",,
2832,"JAX",1800,"neuroendocrine carcinoma",-1,0,"OmniDx_0074","Thymic Cancer","Solid Tumor","MD-2108","Mediastinum & Thymus / Epithelial tumors / Thymoma 8580|1 / Type C Thymic carcinoma  (including neuroendocrine epithelial tumors of the thym",,
2833,"JAX",1800,"neuroendocrine carcinoma",0,0,"OmniDx_0037","Gallbladder Cancer","Solid Tumor","MD-2132","Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma / Large cell neuroendocrine carcinoma 8013|3",,
2834,"JAX",1800,"neuroendocrine carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-1229","Colorectal / Epithelial tumors / Carcinoma / Small cell carcinoma",,
2836,"JAX",1800,"neuroendocrine carcinoma",0,0,"OmniDx_0024","Uterine Cancer","Solid Tumor","MD-2706","Other Gynecological / Vulva / Epithelial tumors / Glandular tumors / Bartholin gland tumors / Small cell carcinoma",,
2837,"JAX",962,"neurofibroma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0367","Breast / Mesenchymal tumors / Neurofibroma",,
2838,"JAX",962,"neurofibroma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0843","Soft Tissue / Tumours of peripheral nerves / Neurofibroma",,
2839,"JAX",962,"neurofibroma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0999","Bone / Other tumors / Neurofibroma",,
2840,"JAX",1790,"maligt mesothelioma",0,0,"OmniDx_0057","Mesothelioma","Solid Tumor",,,,
2841,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0273","Bladder / Mesenchymal tumors / Angiosarcoma",,
2842,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0332","Breast / Mesenchymal tumors / Angiosarcoma",,
2843,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0385","Cervical / Mesenchymal tumors and tumor-like conditions / Angiosarcoma",,
2844,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0403","Colorectal / Non-epithelial tumors / Angiosarcoma",,
2845,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0502","Kidney / Mesenchymal Tumor / Angiosarcoma",,
2846,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0574","Lung / Mesenchymal / Angiosarcoma",,
2847,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0736","Prostate / Mesenchymal tumors / Angiosarcoma",,
2848,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0910","Thyroid / Other thyroid tumors / Angiosarcoma",,
2849,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0965","Small Intestine / Non-epithelial tumors / Angiosarcoma",,
2850,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1002","Appendix / Non-epithelial tumors / Angiosarcoma",,
2851,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1019","Ureter / Mesenchymal tumors / Angiosarcoma 9120|3",,
2852,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1100","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Angiosarcoma",,
2853,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1601","Mesothelioma / Mesenchymal tumors / Epithelioid hemangioendothelioma / Angiosarcoma",,
2854,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1695","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Angiosarcoma",,
2855,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1738","Soft Tissue / Vascular Tumours / Malignant / Angiosarcoma of soft tissue",,
2856,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2012","Bone / Vascular tumors / Malignant / Angiosarcoma",,
2857,"JAX",1816,"angiosarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2261","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Angiosarcoma",,
2858,"JAX",2994,"germ cell cancer",0,0,"OmniDx_0081","Germ Cell Tumors","Solid Tumor",,,,
2860,"JAX",3119,"gastrointestinal system cancer",0,0,"OmniDx_0079","Digestive Cancer","Solid Tumor",,,,
2861,"JAX",3284,"thymic carcinoma",0,0,"OmniDx_0074","Thymic Cancer","Solid Tumor",,,,
2862,"JAX",3352,"maligt fibrous histiocytoma of bone",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2035","Bone / Other connective tissue tumors / Malignant / Malignant fibrous histiocytoma",,
2863,"JAX",3451,"skin carcinoma",0,0,"OmniDx_0005","Melanoma","Solid Tumor",,,,
2864,"JAX",3717,"gastric adenocarcinoma",0,0,"OmniDx_0009","Stomach Cancer","Solid Tumor","MD-1870","Stomach / Epithelial tumors / Carcinoma / Adenosquamous carcinoma",,
2865,"JAX",4015,"spindle cell carcinoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0396","Cervical / Mesenchymal tumors and tumor-like conditions / Postoperative spindle cell nodule",,
2866,"JAX",4015,"spindle cell carcinoma",-1,0,"OmniDx_0043","Kidney and Renal Pelvis Cancer","Solid Tumor","MD-0527","Kidney / Renal Cell Tumor / Mucinous tubular and spindle cell carcinoma",,
2867,"JAX",4015,"spindle cell carcinoma",0,0,"OmniDx_0026","Prostate Cancer","Solid Tumor","MD-0740","Prostate / Epithelial tumors / Carcinoma with spindle cell differentiation (carcinosaroma, sarcomatiod carcinom",,
2868,"JAX",4015,"spindle cell carcinoma",0,0,"OmniDx_0007","Thyroid Cancer","Solid Tumor","MD-0939","Thyroid / Thyroid carcinomas / Spindle cell tumor with thymus-like differentiation",,
2869,"JAX",4015,"spindle cell carcinoma",-1,0,"OmniDx_0034","Esophageal Cancer","Solid Tumor","MD-1275","Esophageal / Epithelial Tumors / Carcinoma / Spindle cell (squamous) carcinoma",,
2870,"JAX",4015,"spindle cell carcinoma",-1,0,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1496","Lung / Malignant Epithelial / Sarcomatoid carcinoma / Spindle cell carcinoma",,
2871,"JAX",4015,"spindle cell carcinoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1977","Other Gynecological / Vagina / Mesenchymal tumors and tumor-like conditions / Postoperative spindle cell nodule",,
2872,"JAX",4015,"spindle cell carcinoma",-1,0,"OmniDx_0074","Thymic Cancer","Solid Tumor","MD-2103","Mediastinum & Thymus / Epithelial tumors / Thymoma 8580|1 / Type A (spindle cell: medullary) 8581|1",,
2873,"JAX",4015,"spindle cell carcinoma",-1,0,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2381","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors / Squamous cell carcinoma / Spindle cell carcinoma",,
2874,"JAX",4015,"spindle cell carcinoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2520","Soft Tissue / Skeletal Muscle Tumours / Malignant / Embryonal rhabdomyosarcoma / (incl. spindle cell,",,
2875,"JAX",4015,"spindle cell carcinoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2534","Soft Tissue / Fibroblastic | MyofibroblasticTumours / Malignant / Low grade fibromyxoid sarcoma / hyalinizing spindle cell tumour",,
2876,"JAX",3451,"skin cancer",0,0,"OmniDx_0005","Melanoma","Solid Tumor",,,,
2877,"JAX",4163,"ganglioneuroblastoma",0,0,,,,"MD-2153","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Supratentorial primitive neuroectodermal tumour (PNET) / Ganglioneuroblastoma",,
2878,"JAX",4280,"nodular basal cell carcinoma",0,0,,,,"MD-1854","Skin / Keratinocytic tumors / Basal cell carcinoma / Nodular (solid) basal cell carcinoma",,
2879,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0283","Bladder / Mesenchymal tumors / Malignant fibrous histiocytoma",,
2880,"JAX",4231,"histiocytoma",0,0,"OmniDx_0040","Hemangioma and Lymphangioma","Solid Tumor","MD-0521","Kidney / Mesenchymal Tumor / Malignant fibrous histiocytoma",,
2881,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0756","Prostate / Mesenchymal tumors / Malignant fibrous histiocytoma",,
2882,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1029","Ureter / Mesenchymal tumors / Malignant fibrous histiocytoma 8830|3",,
2883,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1133","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Malignant fibrous histiocytoma",,
2884,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1711","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Malignant fibrous histiocytoma",,
2885,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1735","Soft Tissue / Tumours Of Uncertain Differentiation / Intermediate (rarely metastasizing) / Angiomatoid fibrous histiocytoma",,
2886,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1748","Soft Tissue / So-Called Fibrohistiocytic Tumours / Benign / Deep benign fibrous histiocytoma",,
2887,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2013","Bone / Other connective tissue tumors / Benign / Benign fibrous histiocytoma",,
2888,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2035","Bone / Other connective tissue tumors / Malignant / Malignant fibrous histiocytoma",,
2889,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2324","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Malignant fibrous histiocytoma",,
2890,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0283","Bladder / Mesenchymal tumors / Malignant fibrous histiocytoma",,
2891,"JAX",4231,"histiocytoma",0,0,"OmniDx_0040","Hemangioma and Lymphangioma","Solid Tumor","MD-0521","Kidney / Mesenchymal Tumor / Malignant fibrous histiocytoma",,
2892,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0756","Prostate / Mesenchymal tumors / Malignant fibrous histiocytoma",,
2893,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1029","Ureter / Mesenchymal tumors / Malignant fibrous histiocytoma 8830|3",,
2894,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1133","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Malignant fibrous histiocytoma",,
2895,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1711","Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Malignant fibrous histiocytoma",,
2896,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1735","Soft Tissue / Tumours Of Uncertain Differentiation / Intermediate (rarely metastasizing) / Angiomatoid fibrous histiocytoma",,
2897,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1748","Soft Tissue / So-Called Fibrohistiocytic Tumours / Benign / Deep benign fibrous histiocytoma",,
2898,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2013","Bone / Other connective tissue tumors / Benign / Benign fibrous histiocytoma",,
2899,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2035","Bone / Other connective tissue tumors / Malignant / Malignant fibrous histiocytoma",,
2900,"JAX",4231,"histiocytoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2324","Head & Neck / Hypopharynx, Larynx, and Trachea / Soft tissue tumors / Malignant tumors / Malignant fibrous histiocytoma",,
2901,"JAX",4434,"small intestine neuroendocrine neoplasm",0,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-0966","Small Intestine / Epithelial tumors / Carcinoid (well differentiated endocrine neoplasm)",,
